Team A Winrate vs B,Team A Winrate,Team A K/D Ratio,Team A Average Damage,Team A Average Combat Score,Team A Average First Kills,Team A Average First Deaths Per Round,Team B Winrate vs A,Team B Winrate,Team B K/D Ratio,Team B Average Damage,Team B Average Combat Score,Team B Average First Kills,Team B Average First Deaths Per Round
0,0.0,1.1010752688172043,133.6021505376344,201.96774193548387,4.93010752688172,0.09908602150537636,0,62.5,1.065253164556962,130.17088607594937,198.3006329113924,5.8575949367088604,0.09800632911392407
