Match Name,Team,Outcome,Team A,Team B,Team A Pistol Winrate vs B,Team B Pistol Winrate vs A,Team A Pistol Winrate,Team B Pistol Winrate,Team A K/D Ratio,Team A Average Damage,Team A Average Combat Score,Team A Average First Kills,Team A Average First Deaths Per Round,Team B K/D Ratio,Team B Average Damage,Team B Average Combat Score,Team B Average First Kills,Team B Average First Deaths Per Round
Gentle Mates vs KOI,KOI,1,Gentle Mates,KOI,33.33333333333333,66.66666666666666,43.47826086956522,52.94117647058824,0.94,120.8,183.23,4.73,0.11,0.89,121.3,182.35,4.37,0.11
Gentle Mates vs KOI,Gentle Mates,0,Gentle Mates,KOI,33.33333333333333,66.66666666666666,43.47826086956522,52.94117647058824,0.94,120.8,183.23,4.73,0.11,0.89,121.3,182.35,4.37,0.11
Gentle Mates vs KOI,KOI,1,Gentle Mates,KOI,33.33333333333333,66.66666666666666,43.47826086956522,52.94117647058824,0.94,120.8,183.23,4.73,0.11,0.89,121.3,182.35,4.37,0.11
Team Vitality vs Natus Vincere,Team Vitality,0,Team Vitality,Natus Vincere,50.0,50.0,62.857142857142854,46.15384615384615,1.03,127.68,197.07,5.18,0.11,1.04,126.17,189.95,5.06,0.1
Team Vitality vs Natus Vincere,Natus Vincere,1,Team Vitality,Natus Vincere,50.0,50.0,62.857142857142854,46.15384615384615,1.03,127.68,197.07,5.18,0.11,1.04,126.17,189.95,5.06,0.1
Team Vitality vs Natus Vincere,Team Vitality,1,Team Vitality,Natus Vincere,50.0,50.0,62.857142857142854,46.15384615384615,1.03,127.68,197.07,5.18,0.11,1.04,126.17,189.95,5.06,0.1
Team Vitality vs Natus Vincere,Natus Vincere,0,Team Vitality,Natus Vincere,50.0,50.0,62.857142857142854,46.15384615384615,1.03,127.68,197.07,5.18,0.11,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Karmine Corp,Team Liquid,0,Team Liquid,Karmine Corp,0.0,100.0,56.36363636363636,50.0,1.09,132.01,199.34,5.95,0.09,1.16,128.38,194.6,5.14,0.11
Team Liquid vs Karmine Corp,Karmine Corp,1,Team Liquid,Karmine Corp,0.0,100.0,56.36363636363636,50.0,1.09,132.01,199.34,5.95,0.09,1.16,128.38,194.6,5.14,0.11
Team Liquid vs Karmine Corp,Team Liquid,0,Team Liquid,Karmine Corp,0.0,100.0,56.36363636363636,50.0,1.09,132.01,199.34,5.95,0.09,1.16,128.38,194.6,5.14,0.11
Team Liquid vs Karmine Corp,Karmine Corp,1,Team Liquid,Karmine Corp,0.0,100.0,56.36363636363636,50.0,1.09,132.01,199.34,5.95,0.09,1.16,128.38,194.6,5.14,0.11
FNATIC vs Team Heretics,FNATIC,1,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,Team Heretics,0,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,FNATIC,0,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,Team Heretics,1,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
BBL Esports vs Natus Vincere,BBL Esports,0,BBL Esports,Natus Vincere,0.0,100.0,53.125,46.15384615384615,1.07,130.05,199.15,5.51,0.1,1.04,126.17,189.95,5.06,0.1
BBL Esports vs Natus Vincere,Natus Vincere,1,BBL Esports,Natus Vincere,0.0,100.0,53.125,46.15384615384615,1.07,130.05,199.15,5.51,0.1,1.04,126.17,189.95,5.06,0.1
BBL Esports vs Natus Vincere,BBL Esports,0,BBL Esports,Natus Vincere,0.0,100.0,53.125,46.15384615384615,1.07,130.05,199.15,5.51,0.1,1.04,126.17,189.95,5.06,0.1
BBL Esports vs Natus Vincere,Natus Vincere,1,BBL Esports,Natus Vincere,0.0,100.0,53.125,46.15384615384615,1.07,130.05,199.15,5.51,0.1,1.04,126.17,189.95,5.06,0.1
FNATIC vs FUT Esports,FNATIC,1,FNATIC,FUT Esports,25.0,75.0,59.375,55.55555555555556,1.17,136.31,206.56,6.26,0.1,1.0,126.64,193.14,5.11,0.1
FNATIC vs FUT Esports,FUT Esports,0,FNATIC,FUT Esports,25.0,75.0,59.375,55.55555555555556,1.17,136.31,206.56,6.26,0.1,1.0,126.64,193.14,5.11,0.1
FNATIC vs FUT Esports,FNATIC,0,FNATIC,FUT Esports,25.0,75.0,59.375,55.55555555555556,1.17,136.31,206.56,6.26,0.1,1.0,126.64,193.14,5.11,0.1
FNATIC vs FUT Esports,FUT Esports,1,FNATIC,FUT Esports,25.0,75.0,59.375,55.55555555555556,1.17,136.31,206.56,6.26,0.1,1.0,126.64,193.14,5.11,0.1
Natus Vincere vs Karmine Corp,Natus Vincere,0,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
Natus Vincere vs Karmine Corp,Karmine Corp,1,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
Natus Vincere vs Karmine Corp,Natus Vincere,1,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
Natus Vincere vs Karmine Corp,Karmine Corp,0,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
Natus Vincere vs Karmine Corp,Natus Vincere,1,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
Natus Vincere vs Karmine Corp,Karmine Corp,0,Natus Vincere,Karmine Corp,50.0,50.0,46.15384615384615,50.0,1.04,126.17,189.95,5.06,0.1,1.16,128.38,194.6,5.14,0.11
FUT Esports vs Team Vitality,FUT Esports,0,FUT Esports,Team Vitality,50.0,50.0,55.55555555555556,62.857142857142854,1.0,126.64,193.14,5.11,0.1,1.03,127.68,197.07,5.18,0.11
FUT Esports vs Team Vitality,Team Vitality,1,FUT Esports,Team Vitality,50.0,50.0,55.55555555555556,62.857142857142854,1.0,126.64,193.14,5.11,0.1,1.03,127.68,197.07,5.18,0.11
FUT Esports vs Team Vitality,FUT Esports,1,FUT Esports,Team Vitality,50.0,50.0,55.55555555555556,62.857142857142854,1.0,126.64,193.14,5.11,0.1,1.03,127.68,197.07,5.18,0.11
FUT Esports vs Team Vitality,Team Vitality,0,FUT Esports,Team Vitality,50.0,50.0,55.55555555555556,62.857142857142854,1.0,126.64,193.14,5.11,0.1,1.03,127.68,197.07,5.18,0.11
Team Heretics vs BBL Esports,Team Heretics,0,Team Heretics,BBL Esports,75.0,25.0,56.25,53.125,1.08,130.87,198.26,5.65,0.09,1.07,130.05,199.15,5.51,0.1
Team Heretics vs BBL Esports,BBL Esports,1,Team Heretics,BBL Esports,75.0,25.0,56.25,53.125,1.08,130.87,198.26,5.65,0.09,1.07,130.05,199.15,5.51,0.1
Team Heretics vs BBL Esports,Team Heretics,1,Team Heretics,BBL Esports,75.0,25.0,56.25,53.125,1.08,130.87,198.26,5.65,0.09,1.07,130.05,199.15,5.51,0.1
Team Heretics vs BBL Esports,BBL Esports,0,Team Heretics,BBL Esports,75.0,25.0,56.25,53.125,1.08,130.87,198.26,5.65,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs FNATIC,Team Liquid,1,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs FNATIC,FNATIC,0,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs FNATIC,Team Liquid,0,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs FNATIC,FNATIC,1,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs FNATIC,Team Liquid,0,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs FNATIC,FNATIC,1,Team Liquid,FNATIC,33.33333333333333,66.66666666666666,56.36363636363636,59.375,1.09,132.01,199.34,5.95,0.09,1.17,136.31,206.56,6.26,0.1
BBL Esports vs FUT Esports,BBL Esports,1,BBL Esports,FUT Esports,50.0,50.0,53.125,55.55555555555556,1.07,130.05,199.15,5.51,0.1,1.0,126.64,193.14,5.11,0.1
BBL Esports vs FUT Esports,FUT Esports,0,BBL Esports,FUT Esports,50.0,50.0,53.125,55.55555555555556,1.07,130.05,199.15,5.51,0.1,1.0,126.64,193.14,5.11,0.1
BBL Esports vs FUT Esports,BBL Esports,1,BBL Esports,FUT Esports,50.0,50.0,53.125,55.55555555555556,1.07,130.05,199.15,5.51,0.1,1.0,126.64,193.14,5.11,0.1
BBL Esports vs FUT Esports,FUT Esports,0,BBL Esports,FUT Esports,50.0,50.0,53.125,55.55555555555556,1.07,130.05,199.15,5.51,0.1,1.0,126.64,193.14,5.11,0.1
Team Liquid vs Natus Vincere,Team Liquid,1,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Natus Vincere,Natus Vincere,0,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Natus Vincere,Team Liquid,1,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Natus Vincere,Natus Vincere,0,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Natus Vincere,Team Liquid,1,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Liquid vs Natus Vincere,Natus Vincere,0,Team Liquid,Natus Vincere,100.0,0.0,56.36363636363636,46.15384615384615,1.09,132.01,199.34,5.95,0.09,1.04,126.17,189.95,5.06,0.1
Team Heretics vs FNATIC,Team Heretics,0,Team Heretics,FNATIC,42.857142857142854,57.14285714285714,56.25,59.375,1.08,130.87,198.26,5.65,0.09,1.17,136.31,206.56,6.26,0.1
Team Heretics vs FNATIC,FNATIC,1,Team Heretics,FNATIC,42.857142857142854,57.14285714285714,56.25,59.375,1.08,130.87,198.26,5.65,0.09,1.17,136.31,206.56,6.26,0.1
Team Heretics vs FNATIC,Team Heretics,1,Team Heretics,FNATIC,42.857142857142854,57.14285714285714,56.25,59.375,1.08,130.87,198.26,5.65,0.09,1.17,136.31,206.56,6.26,0.1
Team Heretics vs FNATIC,FNATIC,0,Team Heretics,FNATIC,42.857142857142854,57.14285714285714,56.25,59.375,1.08,130.87,198.26,5.65,0.09,1.17,136.31,206.56,6.26,0.1
Team Liquid vs BBL Esports,Team Liquid,1,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs BBL Esports,BBL Esports,0,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs BBL Esports,Team Liquid,0,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs BBL Esports,BBL Esports,1,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs BBL Esports,Team Liquid,1,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Liquid vs BBL Esports,BBL Esports,0,Team Liquid,BBL Esports,44.44444444444444,55.55555555555556,56.36363636363636,53.125,1.09,132.01,199.34,5.95,0.09,1.07,130.05,199.15,5.51,0.1
Team Heretics vs Team Liquid,Team Heretics,1,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
Team Heretics vs Team Liquid,Team Liquid,0,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
Team Heretics vs Team Liquid,Team Heretics,0,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
Team Heretics vs Team Liquid,Team Liquid,1,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
Team Heretics vs Team Liquid,Team Heretics,1,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
Team Heretics vs Team Liquid,Team Liquid,0,Team Heretics,Team Liquid,50.0,50.0,56.25,56.36363636363636,1.08,130.87,198.26,5.65,0.09,1.09,132.01,199.34,5.95,0.09
FNATIC vs Team Heretics,FNATIC,1,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,Team Heretics,0,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,FNATIC,1,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,Team Heretics,0,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,FNATIC,0,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
FNATIC vs Team Heretics,Team Heretics,1,FNATIC,Team Heretics,57.14285714285714,42.857142857142854,59.375,56.25,1.17,136.31,206.56,6.26,0.1,1.08,130.87,198.26,5.65,0.09
DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,1,DetonatioN FocusMe,Global Esports,100.0,0.0,50.0,22.22222222222222,0.87,120.05,182.21,3.98,0.11,0.91,123.87,186.6,4.05,0.11
DetonatioN FocusMe vs Global Esports,Global Esports,0,DetonatioN FocusMe,Global Esports,100.0,0.0,50.0,22.22222222222222,0.87,120.05,182.21,3.98,0.11,0.91,123.87,186.6,4.05,0.11
DetonatioN FocusMe vs Global Esports,DetonatioN FocusMe,1,DetonatioN FocusMe,Global Esports,100.0,0.0,50.0,22.22222222222222,0.87,120.05,182.21,3.98,0.11,0.91,123.87,186.6,4.05,0.11
DetonatioN FocusMe vs Global Esports,Global Esports,0,DetonatioN FocusMe,Global Esports,100.0,0.0,50.0,22.22222222222222,0.87,120.05,182.21,3.98,0.11,0.91,123.87,186.6,4.05,0.11
T1 vs ZETA DIVISION,T1,1,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs ZETA DIVISION,ZETA DIVISION,0,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs ZETA DIVISION,T1,0,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs ZETA DIVISION,ZETA DIVISION,1,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs ZETA DIVISION,T1,1,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs ZETA DIVISION,ZETA DIVISION,0,T1,ZETA DIVISION,66.66666666666666,33.33333333333333,44.26229508196721,37.5,1.05,130.92,198.65,6.11,0.1,0.91,123.62,188.5,5.34,0.11
DRX vs Paper Rex,DRX,0,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
DRX vs Paper Rex,Paper Rex,1,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
DRX vs Paper Rex,DRX,1,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
DRX vs Paper Rex,Paper Rex,0,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
DRX vs Paper Rex,DRX,0,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
DRX vs Paper Rex,Paper Rex,1,DRX,Paper Rex,60.0,40.0,57.14285714285714,57.57575757575758,1.09,128.53,196.68,6.51,0.09,1.1,133.42,202.68,5.31,0.09
TALON vs Team Secret,TALON,0,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Team Secret,Team Secret,1,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Team Secret,TALON,1,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Team Secret,Team Secret,0,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Team Secret,TALON,0,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Team Secret,Team Secret,1,TALON,Team Secret,33.33333333333333,66.66666666666666,41.935483870967744,68.42105263157895,0.99,123.5,187.45,5.02,0.1,0.94,127.32,191.91,4.29,0.1
Gen.G vs BOOM Esports,Gen.G,0,Gen.G,BOOM Esports,50.0,50.0,51.35135135135135,63.63636363636363,1.16,131.4,200.93,5.98,0.1,1.07,130.7,200.86,5.65,0.1
Gen.G vs BOOM Esports,BOOM Esports,1,Gen.G,BOOM Esports,50.0,50.0,51.35135135135135,63.63636363636363,1.16,131.4,200.93,5.98,0.1,1.07,130.7,200.86,5.65,0.1
Gen.G vs BOOM Esports,Gen.G,0,Gen.G,BOOM Esports,50.0,50.0,51.35135135135135,63.63636363636363,1.16,131.4,200.93,5.98,0.1,1.07,130.7,200.86,5.65,0.1
Gen.G vs BOOM Esports,BOOM Esports,1,Gen.G,BOOM Esports,50.0,50.0,51.35135135135135,63.63636363636363,1.16,131.4,200.93,5.98,0.1,1.07,130.7,200.86,5.65,0.1
Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,0,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,1,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,0,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,1,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,0,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,1,Nongshim RedForce,Rex Regum Qeon,16.666666666666664,83.33333333333334,43.333333333333336,61.53846153846154,1.08,126.82,194.24,5.93,0.08,1.09,130.82,198.33,6.41,0.1
Team Secret vs ZETA DIVISION,Team Secret,0,Team Secret,ZETA DIVISION,50.0,50.0,68.42105263157895,37.5,0.94,127.32,191.91,4.29,0.1,0.91,123.62,188.5,5.34,0.11
Team Secret vs ZETA DIVISION,ZETA DIVISION,1,Team Secret,ZETA DIVISION,50.0,50.0,68.42105263157895,37.5,0.94,127.32,191.91,4.29,0.1,0.91,123.62,188.5,5.34,0.11
Team Secret vs ZETA DIVISION,Team Secret,1,Team Secret,ZETA DIVISION,50.0,50.0,68.42105263157895,37.5,0.94,127.32,191.91,4.29,0.1,0.91,123.62,188.5,5.34,0.11
Team Secret vs ZETA DIVISION,ZETA DIVISION,0,Team Secret,ZETA DIVISION,50.0,50.0,68.42105263157895,37.5,0.94,127.32,191.91,4.29,0.1,0.91,123.62,188.5,5.34,0.11
T1 vs Nongshim RedForce,T1,0,T1,Nongshim RedForce,0.0,100.0,44.26229508196721,43.333333333333336,1.05,130.92,198.65,6.11,0.1,1.08,126.82,194.24,5.93,0.08
T1 vs Nongshim RedForce,Nongshim RedForce,1,T1,Nongshim RedForce,0.0,100.0,44.26229508196721,43.333333333333336,1.05,130.92,198.65,6.11,0.1,1.08,126.82,194.24,5.93,0.08
T1 vs Nongshim RedForce,T1,0,T1,Nongshim RedForce,0.0,100.0,44.26229508196721,43.333333333333336,1.05,130.92,198.65,6.11,0.1,1.08,126.82,194.24,5.93,0.08
T1 vs Nongshim RedForce,Nongshim RedForce,1,T1,Nongshim RedForce,0.0,100.0,44.26229508196721,43.333333333333336,1.05,130.92,198.65,6.11,0.1,1.08,126.82,194.24,5.93,0.08
Gen.G vs Paper Rex,Gen.G,1,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Paper Rex,Paper Rex,0,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Paper Rex,Gen.G,0,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Paper Rex,Paper Rex,1,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Paper Rex,Gen.G,1,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Paper Rex,Paper Rex,0,Gen.G,Paper Rex,66.66666666666666,33.33333333333333,51.35135135135135,57.57575757575758,1.16,131.4,200.93,5.98,0.1,1.1,133.42,202.68,5.31,0.09
DRX vs DetonatioN FocusMe,DRX,1,DRX,DetonatioN FocusMe,100.0,0.0,57.14285714285714,50.0,1.09,128.53,196.68,6.51,0.09,0.87,120.05,182.21,3.98,0.11
DRX vs DetonatioN FocusMe,DetonatioN FocusMe,0,DRX,DetonatioN FocusMe,100.0,0.0,57.14285714285714,50.0,1.09,128.53,196.68,6.51,0.09,0.87,120.05,182.21,3.98,0.11
DRX vs DetonatioN FocusMe,DRX,1,DRX,DetonatioN FocusMe,100.0,0.0,57.14285714285714,50.0,1.09,128.53,196.68,6.51,0.09,0.87,120.05,182.21,3.98,0.11
DRX vs DetonatioN FocusMe,DetonatioN FocusMe,0,DRX,DetonatioN FocusMe,100.0,0.0,57.14285714285714,50.0,1.09,128.53,196.68,6.51,0.09,0.87,120.05,182.21,3.98,0.11
TALON vs Rex Regum Qeon,TALON,0,TALON,Rex Regum Qeon,0.0,100.0,41.935483870967744,61.53846153846154,0.99,123.5,187.45,5.02,0.1,1.09,130.82,198.33,6.41,0.1
TALON vs Rex Regum Qeon,Rex Regum Qeon,1,TALON,Rex Regum Qeon,0.0,100.0,41.935483870967744,61.53846153846154,0.99,123.5,187.45,5.02,0.1,1.09,130.82,198.33,6.41,0.1
TALON vs Rex Regum Qeon,TALON,0,TALON,Rex Regum Qeon,0.0,100.0,41.935483870967744,61.53846153846154,0.99,123.5,187.45,5.02,0.1,1.09,130.82,198.33,6.41,0.1
TALON vs Rex Regum Qeon,Rex Regum Qeon,1,TALON,Rex Regum Qeon,0.0,100.0,41.935483870967744,61.53846153846154,0.99,123.5,187.45,5.02,0.1,1.09,130.82,198.33,6.41,0.1
BOOM Esports vs Global Esports,BOOM Esports,1,BOOM Esports,Global Esports,100.0,0.0,63.63636363636363,22.22222222222222,1.07,130.7,200.86,5.65,0.1,0.91,123.87,186.6,4.05,0.11
BOOM Esports vs Global Esports,Global Esports,0,BOOM Esports,Global Esports,100.0,0.0,63.63636363636363,22.22222222222222,1.07,130.7,200.86,5.65,0.1,0.91,123.87,186.6,4.05,0.11
BOOM Esports vs Global Esports,BOOM Esports,1,BOOM Esports,Global Esports,100.0,0.0,63.63636363636363,22.22222222222222,1.07,130.7,200.86,5.65,0.1,0.91,123.87,186.6,4.05,0.11
BOOM Esports vs Global Esports,Global Esports,0,BOOM Esports,Global Esports,100.0,0.0,63.63636363636363,22.22222222222222,1.07,130.7,200.86,5.65,0.1,0.91,123.87,186.6,4.05,0.11
Gen.G vs DetonatioN FocusMe,Gen.G,1,Gen.G,DetonatioN FocusMe,50.0,50.0,51.35135135135135,50.0,1.16,131.4,200.93,5.98,0.1,0.87,120.05,182.21,3.98,0.11
