Match Name,Team,Outcome,Team A,Team B,Team A Pistol Winrate vs B,Team B Pistol Winrate vs A,Team A Pistol Winrate,Team B Pistol Winrate,Team A K/D Ratio,Team A Average Damage,Team A Average Combat Score,Team A Average First Kills,Team A Average First Deaths Per Round,Team B K/D Ratio,Team B Average Damage,Team B Average Combat Score,Team B Average First Kills,Team B Average First Deaths Per Round
Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,0,Gen.G,DetonatioN FocusMe,50.0,50.0,51.35135135135135,50.0,1.16,131.4,200.93,5.98,0.1,0.87,120.05,182.21,3.98,0.11
Gen.G vs DetonatioN FocusMe,Gen.G,0,Gen.G,DetonatioN FocusMe,50.0,50.0,51.35135135135135,50.0,1.16,131.4,200.93,5.98,0.1,0.87,120.05,182.21,3.98,0.11
Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,1,Gen.G,DetonatioN FocusMe,50.0,50.0,51.35135135135135,50.0,1.16,131.4,200.93,5.98,0.1,0.87,120.05,182.21,3.98,0.11
Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,1,Rex Regum Qeon,ZETA DIVISION,100.0,0.0,61.53846153846154,37.5,1.09,130.82,198.33,6.41,0.1,0.91,123.62,188.5,5.34,0.11
Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,0,Rex Regum Qeon,ZETA DIVISION,100.0,0.0,61.53846153846154,37.5,1.09,130.82,198.33,6.41,0.1,0.91,123.62,188.5,5.34,0.11
Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,1,Rex Regum Qeon,ZETA DIVISION,100.0,0.0,61.53846153846154,37.5,1.09,130.82,198.33,6.41,0.1,0.91,123.62,188.5,5.34,0.11
Rex Regum Qeon vs ZETA DIVISION,ZETA DIVISION,0,Rex Regum Qeon,ZETA DIVISION,100.0,0.0,61.53846153846154,37.5,1.09,130.82,198.33,6.41,0.1,0.91,123.62,188.5,5.34,0.11
Paper Rex vs BOOM Esports,Paper Rex,1,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
Paper Rex vs BOOM Esports,BOOM Esports,0,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
Paper Rex vs BOOM Esports,Paper Rex,0,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
Paper Rex vs BOOM Esports,BOOM Esports,1,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
Paper Rex vs BOOM Esports,Paper Rex,1,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
Paper Rex vs BOOM Esports,BOOM Esports,0,Paper Rex,BOOM Esports,80.0,20.0,57.57575757575758,63.63636363636363,1.1,133.42,202.68,5.31,0.09,1.07,130.7,200.86,5.65,0.1
TALON vs Nongshim RedForce,TALON,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,TALON,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,TALON,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
DRX vs Global Esports,DRX,1,DRX,Global Esports,50.0,50.0,57.14285714285714,22.22222222222222,1.09,128.53,196.68,6.51,0.09,0.91,123.87,186.6,4.05,0.11
DRX vs Global Esports,Global Esports,0,DRX,Global Esports,50.0,50.0,57.14285714285714,22.22222222222222,1.09,128.53,196.68,6.51,0.09,0.91,123.87,186.6,4.05,0.11
DRX vs Global Esports,DRX,0,DRX,Global Esports,50.0,50.0,57.14285714285714,22.22222222222222,1.09,128.53,196.68,6.51,0.09,0.91,123.87,186.6,4.05,0.11
DRX vs Global Esports,Global Esports,1,DRX,Global Esports,50.0,50.0,57.14285714285714,22.22222222222222,1.09,128.53,196.68,6.51,0.09,0.91,123.87,186.6,4.05,0.11
T1 vs Team Secret,T1,0,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
T1 vs Team Secret,Team Secret,1,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
T1 vs Team Secret,T1,0,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
T1 vs Team Secret,Team Secret,1,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
T1 vs Team Secret,T1,0,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
T1 vs Team Secret,Team Secret,1,T1,Team Secret,0.0,100.0,44.26229508196721,68.42105263157895,1.05,130.92,198.65,6.11,0.1,0.94,127.32,191.91,4.29,0.1
Nongshim RedForce vs Team Secret,Nongshim RedForce,0,Nongshim RedForce,Team Secret,0.0,100.0,43.333333333333336,68.42105263157895,1.08,126.82,194.24,5.93,0.08,0.94,127.32,191.91,4.29,0.1
Nongshim RedForce vs Team Secret,Team Secret,1,Nongshim RedForce,Team Secret,0.0,100.0,43.333333333333336,68.42105263157895,1.08,126.82,194.24,5.93,0.08,0.94,127.32,191.91,4.29,0.1
Nongshim RedForce vs Team Secret,Nongshim RedForce,0,Nongshim RedForce,Team Secret,0.0,100.0,43.333333333333336,68.42105263157895,1.08,126.82,194.24,5.93,0.08,0.94,127.32,191.91,4.29,0.1
Nongshim RedForce vs Team Secret,Team Secret,1,Nongshim RedForce,Team Secret,0.0,100.0,43.333333333333336,68.42105263157895,1.08,126.82,194.24,5.93,0.08,0.94,127.32,191.91,4.29,0.1
DRX vs BOOM Esports,DRX,0,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
DRX vs BOOM Esports,BOOM Esports,1,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
DRX vs BOOM Esports,DRX,0,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
DRX vs BOOM Esports,BOOM Esports,1,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
DRX vs BOOM Esports,DRX,1,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
DRX vs BOOM Esports,BOOM Esports,0,DRX,BOOM Esports,33.33333333333333,66.66666666666666,57.14285714285714,63.63636363636363,1.09,128.53,196.68,6.51,0.09,1.07,130.7,200.86,5.65,0.1
T1 vs Rex Regum Qeon,T1,0,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
T1 vs Rex Regum Qeon,Rex Regum Qeon,1,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
T1 vs Rex Regum Qeon,T1,1,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
T1 vs Rex Regum Qeon,Rex Regum Qeon,0,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
T1 vs Rex Regum Qeon,T1,1,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
T1 vs Rex Regum Qeon,Rex Regum Qeon,0,T1,Rex Regum Qeon,66.66666666666666,33.33333333333333,44.26229508196721,61.53846153846154,1.05,130.92,198.65,6.11,0.1,1.09,130.82,198.33,6.41,0.1
Gen.G vs Global Esports,Gen.G,1,Gen.G,Global Esports,100.0,0.0,51.35135135135135,22.22222222222222,1.16,131.4,200.93,5.98,0.1,0.91,123.87,186.6,4.05,0.11
Gen.G vs Global Esports,Global Esports,0,Gen.G,Global Esports,100.0,0.0,51.35135135135135,22.22222222222222,1.16,131.4,200.93,5.98,0.1,0.91,123.87,186.6,4.05,0.11
Gen.G vs Global Esports,Gen.G,1,Gen.G,Global Esports,100.0,0.0,51.35135135135135,22.22222222222222,1.16,131.4,200.93,5.98,0.1,0.91,123.87,186.6,4.05,0.11
Gen.G vs Global Esports,Global Esports,0,Gen.G,Global Esports,100.0,0.0,51.35135135135135,22.22222222222222,1.16,131.4,200.93,5.98,0.1,0.91,123.87,186.6,4.05,0.11
TALON vs ZETA DIVISION,TALON,0,TALON,ZETA DIVISION,50.0,50.0,41.935483870967744,37.5,0.99,123.5,187.45,5.02,0.1,0.91,123.62,188.5,5.34,0.11
TALON vs ZETA DIVISION,ZETA DIVISION,1,TALON,ZETA DIVISION,50.0,50.0,41.935483870967744,37.5,0.99,123.5,187.45,5.02,0.1,0.91,123.62,188.5,5.34,0.11
TALON vs ZETA DIVISION,TALON,1,TALON,ZETA DIVISION,50.0,50.0,41.935483870967744,37.5,0.99,123.5,187.45,5.02,0.1,0.91,123.62,188.5,5.34,0.11
TALON vs ZETA DIVISION,ZETA DIVISION,0,TALON,ZETA DIVISION,50.0,50.0,41.935483870967744,37.5,0.99,123.5,187.45,5.02,0.1,0.91,123.62,188.5,5.34,0.11
DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,0,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
DetonatioN FocusMe vs Paper Rex,Paper Rex,1,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,0,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
DetonatioN FocusMe vs Paper Rex,Paper Rex,1,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,1,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
DetonatioN FocusMe vs Paper Rex,Paper Rex,0,DetonatioN FocusMe,Paper Rex,60.0,40.0,50.0,57.57575757575758,0.87,120.05,182.21,3.98,0.11,1.1,133.42,202.68,5.31,0.09
Paper Rex vs Global Esports,Paper Rex,1,Paper Rex,Global Esports,100.0,0.0,57.57575757575758,22.22222222222222,1.1,133.42,202.68,5.31,0.09,0.91,123.87,186.6,4.05,0.11
Paper Rex vs Global Esports,Global Esports,0,Paper Rex,Global Esports,100.0,0.0,57.57575757575758,22.22222222222222,1.1,133.42,202.68,5.31,0.09,0.91,123.87,186.6,4.05,0.11
Paper Rex vs Global Esports,Paper Rex,1,Paper Rex,Global Esports,100.0,0.0,57.57575757575758,22.22222222222222,1.1,133.42,202.68,5.31,0.09,0.91,123.87,186.6,4.05,0.11
Paper Rex vs Global Esports,Global Esports,0,Paper Rex,Global Esports,100.0,0.0,57.57575757575758,22.22222222222222,1.1,133.42,202.68,5.31,0.09,0.91,123.87,186.6,4.05,0.11
T1 vs TALON,T1,1,T1,TALON,40.0,60.0,44.26229508196721,41.935483870967744,1.05,130.92,198.65,6.11,0.1,0.99,123.5,187.45,5.02,0.1
T1 vs TALON,TALON,0,T1,TALON,40.0,60.0,44.26229508196721,41.935483870967744,1.05,130.92,198.65,6.11,0.1,0.99,123.5,187.45,5.02,0.1
T1 vs TALON,T1,0,T1,TALON,40.0,60.0,44.26229508196721,41.935483870967744,1.05,130.92,198.65,6.11,0.1,0.99,123.5,187.45,5.02,0.1
T1 vs TALON,TALON,1,T1,TALON,40.0,60.0,44.26229508196721,41.935483870967744,1.05,130.92,198.65,6.11,0.1,0.99,123.5,187.45,5.02,0.1
DRX vs Gen.G,DRX,1,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
DRX vs Gen.G,Gen.G,0,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
DRX vs Gen.G,DRX,1,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
DRX vs Gen.G,Gen.G,0,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
DRX vs Gen.G,DRX,0,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
DRX vs Gen.G,Gen.G,1,DRX,Gen.G,60.0,40.0,57.14285714285714,51.35135135135135,1.09,128.53,196.68,6.51,0.09,1.16,131.4,200.93,5.98,0.1
Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,0,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,1,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,1,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,0,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,0,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,1,Nongshim RedForce,ZETA DIVISION,40.0,60.0,43.333333333333336,37.5,1.08,126.82,194.24,5.93,0.08,0.91,123.62,188.5,5.34,0.11
DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,0,DetonatioN FocusMe,BOOM Esports,0.0,100.0,50.0,63.63636363636363,0.87,120.05,182.21,3.98,0.11,1.07,130.7,200.86,5.65,0.1
DetonatioN FocusMe vs BOOM Esports,BOOM Esports,1,DetonatioN FocusMe,BOOM Esports,0.0,100.0,50.0,63.63636363636363,0.87,120.05,182.21,3.98,0.11,1.07,130.7,200.86,5.65,0.1
DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,0,DetonatioN FocusMe,BOOM Esports,0.0,100.0,50.0,63.63636363636363,0.87,120.05,182.21,3.98,0.11,1.07,130.7,200.86,5.65,0.1
DetonatioN FocusMe vs BOOM Esports,BOOM Esports,1,DetonatioN FocusMe,BOOM Esports,0.0,100.0,50.0,63.63636363636363,0.87,120.05,182.21,3.98,0.11,1.07,130.7,200.86,5.65,0.1
Rex Regum Qeon vs Team Secret,Rex Regum Qeon,0,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
Rex Regum Qeon vs Team Secret,Team Secret,1,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
Rex Regum Qeon vs Team Secret,Rex Regum Qeon,0,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
Rex Regum Qeon vs Team Secret,Team Secret,1,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
Rex Regum Qeon vs Team Secret,Rex Regum Qeon,0,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
Rex Regum Qeon vs Team Secret,Team Secret,1,Rex Regum Qeon,Team Secret,33.33333333333333,66.66666666666666,61.53846153846154,68.42105263157895,1.09,130.82,198.33,6.41,0.1,0.94,127.32,191.91,4.29,0.1
TALON vs Gen.G,TALON,0,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
TALON vs Gen.G,Gen.G,1,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
TALON vs Gen.G,TALON,1,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
TALON vs Gen.G,Gen.G,0,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
TALON vs Gen.G,TALON,0,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
TALON vs Gen.G,Gen.G,1,TALON,Gen.G,40.0,60.0,41.935483870967744,51.35135135135135,0.99,123.5,187.45,5.02,0.1,1.16,131.4,200.93,5.98,0.1
DRX vs T1,DRX,1,DRX,T1,58.333333333333336,41.66666666666667,57.14285714285714,44.26229508196721,1.09,128.53,196.68,6.51,0.09,1.05,130.92,198.65,6.11,0.1
DRX vs T1,T1,0,DRX,T1,58.333333333333336,41.66666666666667,57.14285714285714,44.26229508196721,1.09,128.53,196.68,6.51,0.09,1.05,130.92,198.65,6.11,0.1
DRX vs T1,DRX,0,DRX,T1,58.333333333333336,41.66666666666667,57.14285714285714,44.26229508196721,1.09,128.53,196.68,6.51,0.09,1.05,130.92,198.65,6.11,0.1
DRX vs T1,T1,1,DRX,T1,58.333333333333336,41.66666666666667,57.14285714285714,44.26229508196721,1.09,128.53,196.68,6.51,0.09,1.05,130.92,198.65,6.11,0.1
BOOM Esports vs Gen.G,BOOM Esports,0,BOOM Esports,Gen.G,50.0,50.0,63.63636363636363,51.35135135135135,1.07,130.7,200.86,5.65,0.1,1.16,131.4,200.93,5.98,0.1
BOOM Esports vs Gen.G,Gen.G,1,BOOM Esports,Gen.G,50.0,50.0,63.63636363636363,51.35135135135135,1.07,130.7,200.86,5.65,0.1,1.16,131.4,200.93,5.98,0.1
BOOM Esports vs Gen.G,BOOM Esports,0,BOOM Esports,Gen.G,50.0,50.0,63.63636363636363,51.35135135135135,1.07,130.7,200.86,5.65,0.1,1.16,131.4,200.93,5.98,0.1
BOOM Esports vs Gen.G,Gen.G,1,BOOM Esports,Gen.G,50.0,50.0,63.63636363636363,51.35135135135135,1.07,130.7,200.86,5.65,0.1,1.16,131.4,200.93,5.98,0.1
Rex Regum Qeon vs DRX,Rex Regum Qeon,1,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
Rex Regum Qeon vs DRX,DRX,0,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
Rex Regum Qeon vs DRX,Rex Regum Qeon,0,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
Rex Regum Qeon vs DRX,DRX,1,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
Rex Regum Qeon vs DRX,Rex Regum Qeon,1,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
Rex Regum Qeon vs DRX,DRX,0,Rex Regum Qeon,DRX,66.66666666666666,33.33333333333333,61.53846153846154,57.14285714285714,1.09,130.82,198.33,6.41,0.1,1.09,128.53,196.68,6.51,0.09
TALON vs Nongshim RedForce,TALON,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,TALON,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,TALON,0,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
TALON vs Nongshim RedForce,Nongshim RedForce,1,TALON,Nongshim RedForce,44.44444444444444,55.55555555555556,41.935483870967744,43.333333333333336,0.99,123.5,187.45,5.02,0.1,1.08,126.82,194.24,5.93,0.08
T1 vs Paper Rex,T1,1,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
T1 vs Paper Rex,Paper Rex,0,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
T1 vs Paper Rex,T1,0,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
T1 vs Paper Rex,Paper Rex,1,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
T1 vs Paper Rex,T1,0,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
T1 vs Paper Rex,Paper Rex,1,T1,Paper Rex,33.33333333333333,66.66666666666666,44.26229508196721,57.57575757575758,1.05,130.92,198.65,6.11,0.1,1.1,133.42,202.68,5.31,0.09
DRX vs TALON,DRX,1,DRX,TALON,100.0,0.0,57.14285714285714,41.935483870967744,1.09,128.53,196.68,6.51,0.09,0.99,123.5,187.45,5.02,0.1
DRX vs TALON,TALON,0,DRX,TALON,100.0,0.0,57.14285714285714,41.935483870967744,1.09,128.53,196.68,6.51,0.09,0.99,123.5,187.45,5.02,0.1
DRX vs TALON,DRX,1,DRX,TALON,100.0,0.0,57.14285714285714,41.935483870967744,1.09,128.53,196.68,6.51,0.09,0.99,123.5,187.45,5.02,0.1
DRX vs TALON,TALON,0,DRX,TALON,100.0,0.0,57.14285714285714,41.935483870967744,1.09,128.53,196.68,6.51,0.09,0.99,123.5,187.45,5.02,0.1
BOOM Esports vs Paper Rex,BOOM Esports,0,BOOM Esports,Paper Rex,20.0,80.0,63.63636363636363,57.57575757575758,1.07,130.7,200.86,5.65,0.1,1.1,133.42,202.68,5.31,0.09
BOOM Esports vs Paper Rex,Paper Rex,1,BOOM Esports,Paper Rex,20.0,80.0,63.63636363636363,57.57575757575758,1.07,130.7,200.86,5.65,0.1,1.1,133.42,202.68,5.31,0.09
BOOM Esports vs Paper Rex,BOOM Esports,0,BOOM Esports,Paper Rex,20.0,80.0,63.63636363636363,57.57575757575758,1.07,130.7,200.86,5.65,0.1,1.1,133.42,202.68,5.31,0.09
BOOM Esports vs Paper Rex,Paper Rex,1,BOOM Esports,Paper Rex,20.0,80.0,63.63636363636363,57.57575757575758,1.07,130.7,200.86,5.65,0.1,1.1,133.42,202.68,5.31,0.09
Gen.G vs Rex Regum Qeon,Gen.G,1,Gen.G,Rex Regum Qeon,44.44444444444444,55.55555555555556,51.35135135135135,61.53846153846154,1.16,131.4,200.93,5.98,0.1,1.09,130.82,198.33,6.41,0.1
Gen.G vs Rex Regum Qeon,Rex Regum Qeon,0,Gen.G,Rex Regum Qeon,44.44444444444444,55.55555555555556,51.35135135135135,61.53846153846154,1.16,131.4,200.93,5.98,0.1,1.09,130.82,198.33,6.41,0.1
Gen.G vs Rex Regum Qeon,Gen.G,0,Gen.G,Rex Regum Qeon,44.44444444444444,55.55555555555556,51.35135135135135,61.53846153846154,1.16,131.4,200.93,5.98,0.1,1.09,130.82,198.33,6.41,0.1
Gen.G vs Rex Regum Qeon,Rex Regum Qeon,1,Gen.G,Rex Regum Qeon,44.44444444444444,55.55555555555556,51.35135135135135,61.53846153846154,1.16,131.4,200.93,5.98,0.1,1.09,130.82,198.33,6.41,0.1
